"uuid","event_year","event_date","event_time","event_datetime","round","round_number","stadium","city","country","home_team","away_team","observation","winner_team","loser_team","penalty_definition","home_goals","home_goals_in_penalties","away_goals","away_goals_in_penalties"
a92b0f4d-7acf-c200-9d1b-753d7149cceb,2002,"5-Jun-02", 20:30 ,2002-06-05 17:30:00.000 -0300,Group E,1,Kashima Stadium,Ibaraki ,Korea/Japan,Germany,Republic of Ireland,,,,false,1,,1,
a9d00013-4923-f11b-dbce-c8e06f0488f0,1962,"7-Jun-62", 15:00 ,1962-06-07 12:00:00.000 -0300,Group 3,1,Estadio Sausalito,Vina Del Mar ,Chile,Mexico,Czechoslovakia,,Mexico,Czechoslovakia,false,3,,1,
a9f124bd-2ead-8541-b1d8-ca9b14ae84f6,2002,"12-Jun-02", 20:30 ,2002-06-12 17:30:00.000 -0300,Group B,1,Daejeon World Cup Stadium,Daejeon ,Korea/Japan,South Africa,Spain,,Spain,South Africa,false,2,,3,
aa09c074-4041-5090-f723-f4faed266edd,1982,"16-Jun-82", 17:15 ,1982-06-16 14:15:00.000 -0300,Group 2,1,El Molinon,Gijon ,Spain,Germany FR,Algeria,,Algeria,Germany FR,false,1,,2,
aa2db8c6-98b6-1d6e-e9d7-62fc0ee73070,2014,"20-Jun-14", 19:00 ,2014-06-20 16:00:00.000 -0300,Group E,1,Arena da Baixada,Curitiba ,Brazil,Honduras,Ecuador,,Ecuador,Honduras,false,1,,2,
ab179d46-83e1-4070-6668-ce3a57e66d3c,1934,"27-May-34", 16:30 ,1934-05-27 12:30:00.000 -0400,Preliminary round,1,Stadio Benito Mussolini,Turin ,Italy,Austria,France,Austria win after extra time ,Austria,France,false,3,,2,
ab3ca831-3714-055f-5e97-bb1181add1a3,2010,"23-Jun-10", 16:00 ,2010-06-23 13:00:00.000 -0300,Group C,1,Port Elizabeth Stadium,Nelson Mandela Bay/Port Elizabeth ,South Africa,Slovenia,England,,England,Slovenia,false,0,,1,
ab7a6ae3-f4ec-d534-f9a8-27f9485f1810,2002,"22-Jun-02", 20:30 ,2002-06-22 17:30:00.000 -0300,Quarter-finals,3,Osaka Nagai Stadium,Osaka ,Korea/Japan,Senegal,Turkey,Win on Golden Goal ,Turkey,Senegal,false,0,,1,
ab809dfa-7258-558d-3e7a-9d1e4215174e,1958,"24-Jun-58", 19:00 ,1958-06-24 16:00:00.000 -0300,Semi-finals,4,Nya Ullevi,Gothenburg ,Sweden,Sweden,Germany FR,,Sweden,Germany FR,false,3,,1,
ab905803-973b-e095-2d97-291c43677602,2010,"3-Jul-10", 20:30 ,2010-07-03 17:30:00.000 -0300,Quarter-finals,3,Ellis Park Stadium,Johannesburg ,South Africa,Paraguay,Spain,,Spain,Paraguay,false,0,,1,
abc9a3e7-f8d9-1ffd-a7c1-3f696a17b437,2014,"24-Jun-14", 13:00 ,2014-06-24 10:00:00.000 -0300,Group D,1,Estadio das Dunas,Natal ,Brazil,Italy,Uruguay,,Uruguay,Italy,false,0,,1,
abd03e9e-5f00-798a-2a50-ed85de832d23,2006,"23-Jun-06", 21:00 ,2006-06-23 18:00:00.000 -0300,Group G,1,"FIFA World Cup Stadium, Cologne",Cologne ,Germany,Togo,France,,France,Togo,false,0,,2,
ac3deca4-3c7d-8ec8-905b-22b275abdd81,1962,"31-May-62", 15:00 ,1962-05-31 12:00:00.000 -0300,Group 3,1,Estadio Sausalito,Vina Del Mar ,Chile,Czechoslovakia,Spain,,Czechoslovakia,Spain,false,1,,0,
ac628140-6de4-aaaa-6f73-a696b086838b,1978,"3-Jun-78", 16:45 ,1978-06-03 13:45:00.000 -0300,Group 4,1,San Martin,Mendoza ,Argentina,Netherlands,IR Iran,,Netherlands,IR Iran,false,3,,0,
ac723bcc-f670-05ee-4131-1611e324aede,1994,"3-Jul-94", 12:00 ,1994-07-03 09:00:00.000 -0300,Round of 16,2,Cotton Bowl,Dallas ,USA,Saudi Arabia,Sweden,,Sweden,Saudi Arabia,false,1,,3,
aca01bfb-5c83-8e57-e1e5-6d5dd2455a06,1930,"20-Jul-30", 13:00 ,1930-07-20 09:00:00.000 -0400,Group 2,1,Estadio Centenario,Montevideo ,Uruguay,Brazil,Bolivia,,Brazil,Bolivia,false,4,,0,
acf13a67-b04a-4406-59e0-0bdd19054215,1978,"6-Jun-78", 19:15 ,1978-06-06 16:15:00.000 -0300,Group 1,1,El Monumental - Estadio Monumental Antonio Vespuci,Buenos Aires ,Argentina,Argentina,France,,Argentina,France,false,2,,1,
ad156fb2-b813-7699-bd4e-704f0328ea87,1982,"5-Jul-82", 17:15 ,1982-07-05 14:15:00.000 -0300,Group 3,1,Sarria,Barcelona ,Spain,Italy,Brazil,,Italy,Brazil,false,3,,2,
ad7cdcc4-286a-a083-6035-42d453a4073b,2006,"13-Jun-06", 15:00 ,2006-06-13 12:00:00.000 -0300,Group G,1,"FIFA World Cup Stadium, Frankfurt",Frankfurt/Main ,Germany,Korea Republic,Togo,,Korea Republic,Togo,false,2,,1,
adad6d93-0613-e1c9-729f-a16adc093e50,1982,"24-Jun-82", 17:15 ,1982-06-24 14:15:00.000 -0300,Group 2,1,Carlos Tartiere,Oviedo ,Spain,Algeria,Chile,,Algeria,Chile,false,3,,2,
ae34aba2-95ce-be16-e3e1-a7c344563581,1954,"20-Jun-54", 17:00 ,1954-06-20 14:00:00.000 -0300,Group 4,1,Comunale di Cornaredo,Lugano ,Switzerland,Italy,Belgium,,Italy,Belgium,false,4,,1,
aedbb11e-30e3-23bd-ec69-59e9d485b6d1,1938,"5-Jun-38", 17:30 ,1938-06-05 13:30:00.000 -0400,First round,1,Stade de la Meinau,Strasbourg ,France,Brazil,Poland,Brazil win after extra time ,Brazil,Poland,false,6,,5,
af0035da-26bc-9223-6f7c-d118e1ff00c0,1982,"18-Jun-82", 21:00 ,1982-06-18 18:00:00.000 -0300,Group 3,1,Jose Rico Perez,Alicante ,Spain,Argentina,Hungary,,Argentina,Hungary,false,4,,1,
af3a5f09-5c2d-15aa-25a2-aea171c9c4fe,2006,"23-Jun-06", 16:00 ,2006-06-23 13:00:00.000 -0300,Group H,1,Fritz-Walter-Stadion,Kaiserslautern ,Germany,Saudi Arabia,Spain,,Spain,Saudi Arabia,false,0,,1,
b036a270-e735-0418-21ce-7834aeed1437,1986,"25-Jun-86", 12:00 ,1986-06-25 09:00:00.000 -0300,Semi-finals,4,Jalisco,Guadalajara ,Mexico,France,Germany FR,,Germany FR,France,false,0,,2,
b065b308-7a1b-0c54-c9ff-62b9880e7aea,1934,"31-May-34", 16:30 ,1934-05-31 12:30:00.000 -0400,Quarter-finals,3,Stadio Benito Mussolini,Turin ,Italy,Czechoslovakia,Switzerland,,Czechoslovakia,Switzerland,false,3,,2,
b06b533b-21cf-9a43-9f05-b6205229b822,1990,"21-Jun-90", 17:00 ,1990-06-21 14:00:00.000 -0300,Group E,1,Friuli,Udine ,Italy,Korea Republic,Uruguay,,Uruguay,Korea Republic,false,0,,1,
b09b2223-2bd5-44f5-ee56-31375822830b,1990,"8-Jul-90", 20:00 ,1990-07-08 17:00:00.000 -0300,Final,5,Stadio Olimpico,Rome ,Italy,Germany FR,Argentina,,Germany FR,Argentina,false,1,,0,
b09f5fd3-1f0f-0ee3-ddbe-8dfdc8083216,1966,"19-Jul-66", 19:30 ,1966-07-19 15:30:00.000 -0400,Group 4,1,Ayresome Park,Middlesbrough ,England,Korea DPR,Italy,,Korea DPR,Italy,false,1,,0,
b0abf729-a5d9-fbec-c87c-eb7c49f33f0c,1986,"1-Jun-86", 12:00 ,1986-06-01 09:00:00.000 -0300,Group D,1,Jalisco,Guadalajara ,Mexico,Spain,Brazil,,Brazil,Spain,false,0,,1,
b12537fc-4e7a-9747-9e14-028729bd8190,1994,"26-Jun-94", 16:00 ,1994-06-26 13:00:00.000 -0300,Group A,1,Stanford Stadium,San Francisco ,USA,Switzerland,Colombia,,Colombia,Switzerland,false,0,,2,
b1891bf3-b986-8983-3100-299c01186ae7,2002,"30-Jun-02", 20:00 ,2002-06-30 17:00:00.000 -0300,Final,5,International Stadium Yokohama,Yokohama ,Korea/Japan,Germany,Brazil,,Brazil,Germany,false,0,,2,
b1a14f09-879d-f2b1-f708-74cf08c77d51,1990,"3-Jul-90", 20:00 ,1990-07-03 17:00:00.000 -0300,Semi-finals,4,San Paolo,Naples ,Italy,Italy,Argentina, win on penalties (3 - 4) ,Argentina,Italy,true,1,3,1,4
b21ef199-8bc9-3f36-0780-ea09b61f8cf9,1978,"11-Jun-78", 16:45 ,1978-06-11 13:45:00.000 -0300,Group 4,1,San Martin,Mendoza ,Argentina,Scotland,Netherlands,,Scotland,Netherlands,false,3,,2,
b244e3ef-4fcb-1938-e57f-02e67b089dca,1986,"22-Jun-86", 16:00 ,1986-06-22 13:00:00.000 -0300,Quarter-finals,3,Cuauhtemoc,Puebla ,Mexico,Spain,Belgium,Belgium win on penalties (4 - 5) ,Belgium,Spain,true,1,4,1,5
b284bdd1-6182-db5f-56ec-16c4595484d7,1990,"19-Jun-90", 21:00 ,1990-06-19 18:00:00.000 -0300,Group A,1,Comunale,Florence ,Italy,Austria,USA,,Austria,USA,false,2,,1,
b2b5289c-890f-a77e-54a9-b298d0b6e78c,1998,"4-Jul-98", 16:30 ,1998-07-04 13:30:00.000 -0300,Quarter-finals,3,Stade Vï¿½lodrome,Marseilles ,France,Netherlands,Argentina,,Netherlands,Argentina,false,2,,1,
b445064b-dcef-fa9e-6a75-ace5599a7f1c,1978,"14-Jun-78", 16:45 ,1978-06-14 13:45:00.000 -0300,Group B,1,San Martin,Mendoza ,Argentina,Brazil,Peru,,Brazil,Peru,false,3,,0,
b470b706-8c05-c3a5-3449-052250631525,1994,"22-Jun-94", 16:00 ,1994-06-22 13:00:00.000 -0300,Group A,1,Pontiac Silverdome,Detroit ,USA,Romania,Switzerland,,Switzerland,Romania,false,1,,4,
b48463fe-f23b-3a80-3c0a-6760d46d542d,1974,"22-Jun-74", 16:00 ,1974-06-22 13:00:00.000 -0300,Group 1,1,Olympiastadion,Berlin West ,Germany,Australia,Chile,,,,false,0,,0,
b4b4eed6-8b94-56cc-3be6-a74768250373,2010,"24-Jun-10", 16:00 ,2010-06-24 13:00:00.000 -0300,Group F,1,Ellis Park Stadium,Johannesburg ,South Africa,Slovakia,Italy,,Slovakia,Italy,false,3,,2,
b4c8bbe2-d543-06b1-904f-1057c9e35c79,1978,"7-Jun-78", 16:45 ,1978-06-07 13:45:00.000 -0300,Group 4,1,Estadio Olï¿½mpico Chateau Carreras,Cordoba ,Argentina,Scotland,IR Iran,,,,false,1,,1,
b4f50f6b-ee78-ff95-0905-5bad25193b5c,1958,"11-Jun-58", 19:00 ,1958-06-11 16:00:00.000 -0300,Group 3,1,Rasunda Stadium,Solna ,Sweden,Mexico,Wales,,,,false,1,,1,
b59288fe-6a71-ab70-546f-bea13332d657,1954,"16-Jun-54", 18:00 ,1954-06-16 15:00:00.000 -0300,Group 3,1,Wankdorf Stadium,Berne ,Switzerland,Uruguay,Czechoslovakia,,Uruguay,Czechoslovakia,false,2,,0,
b5966d8f-30f8-80a8-f067-d7d548686f04,2010,"15-Jun-10", 13:30 ,2010-06-15 10:30:00.000 -0300,Group F,1,Royal Bafokeng Sports Palace,Phokeng ,South Africa,New Zealand,Slovakia,,,,false,1,,1,
b5eaeb4b-5e2a-208d-cbfd-528f34c9797b,2006,"12-Jun-06", 18:00 ,2006-06-12 15:00:00.000 -0300,Group E,1,"FIFA World Cup Stadium, Gelsenkirchen",Gelsenkirchen ,Germany,USA,Czech Republic,,Czech Republic,USA,false,0,,3,
b619cd73-8fe1-d447-0b6e-f0fa8b0cb01d,1962,"31-May-62", 15:00 ,1962-05-31 12:00:00.000 -0300,Group 4,1,Estadio El Teniente-Codelco,Rancagua ,Chile,Hungary,England,,Hungary,England,false,2,,1,
b685b46d-89e6-1115-b3ca-fd9a34af005e,2006,"17-Jun-06", 15:00 ,2006-06-17 12:00:00.000 -0300,Group D,1,"FIFA World Cup Stadium, Frankfurt",Frankfurt/Main ,Germany,Portugal,IR Iran,,Portugal,IR Iran,false,2,,0,
b703be0d-a6da-9c07-72be-d939c54f78b0,1978,"18-Jun-78", 16:45 ,1978-06-18 13:45:00.000 -0300,Group A,1,Estadio Olï¿½mpico Chateau Carreras,Cordoba ,Argentina,Germany FR,Netherlands,,,,false,2,,2,
b774be9f-efad-6e2d-74ba-ba97a0288cc5,2010,"23-Jun-10", 20:30 ,2010-06-23 17:30:00.000 -0300,Group D,1,Mbombela Stadium,Nelspruit ,South Africa,Australia,Serbia,,Australia,Serbia,false,2,,1,
b7a591a5-c297-6a94-e402-3808c81d3cd0,2010,"11-Jun-10", 16:00 ,2010-06-11 13:00:00.000 -0300,Group A,1,Soccer City Stadium,Johannesburg ,South Africa,South Africa,Mexico,,,,false,1,,1,
b8b12cde-17a8-7694-6b82-f774fcadc0d0,1994,"13-Jul-94", 16:30 ,1994-07-13 13:30:00.000 -0300,Semi-finals,4,Rose Bowl,Los Angeles ,USA,Sweden,Brazil,,Brazil,Sweden,false,0,,1,
b8c18b36-f708-238b-8528-4884e26d8d68,1954,"30-Jun-54", 18:00 ,1954-06-30 15:00:00.000 -0300,Semi-finals,4,La Pontaise,Lausanne ,Switzerland,Hungary,Uruguay,Hungary win after extra time ,Hungary,Uruguay,false,4,,2,
b96dfb1c-33a4-6a36-de59-49ff113c0bba,1958,"8-Jun-58", 19:00 ,1958-06-08 16:00:00.000 -0300,Group 2,1,Idrottsparken,Norrkï¿½Ping ,Sweden,France,Paraguay,,France,Paraguay,false,7,,3,
b9d5eb6c-dcfe-efd9-e046-82c0a2610e18,1974,"15-Jun-74", 16:00 ,1974-06-15 13:00:00.000 -0300,Group 3,1,Rheinstadion,Dï¿½Sseldorf ,Germany,Sweden,Bulgaria,,,,false,0,,0,
b9e1f1d2-dafe-516e-1493-f5af98621758,1982,"25-Jun-82", 21:00 ,1982-06-25 18:00:00.000 -0300,Group 5,1,Luis Casanova,Valencia ,Spain,Northern Ireland,Spain,,Northern Ireland,Spain,false,1,,0,
ba56de9f-6093-2b8b-5b3a-504d49539e13,1982,"24-Jun-82", 21:00 ,1982-06-24 18:00:00.000 -0300,Group 5,1,La Romareda,Zaragoza ,Spain,Honduras,Yugoslavia,,Yugoslavia,Honduras,false,0,,1,
bb2efd07-e9e3-8e2e-10a2-9abda294e3b8,1958,"17-Jun-58", 19:00 ,1958-06-17 16:00:00.000 -0300,Group 3,1,Rasunda Stadium,Solna ,Sweden,Wales,Hungary,,Wales,Hungary,false,2,,1,
bb33eeec-a97a-ab94-747b-4fc55a8ce52f,1950,"25-Jun-50", 15:00 ,1950-06-25 12:00:00.000 -0300,Group 3,1,Pacaembu,Sao Paulo ,Brazil,Sweden,Italy,,Sweden,Italy,false,3,,2,
bc569fb3-a33a-7507-72fa-ab9d17fc4909,2006,"26-Jun-06", 17:00 ,2006-06-26 14:00:00.000 -0300,Round of 16,2,Fritz-Walter-Stadion,Kaiserslautern ,Germany,Italy,Australia,,Italy,Australia,false,1,,0,
bcfad80f-3ff0-78c8-720f-5eb46bb60488,1958,"15-Jun-58", 19:00 ,1958-06-15 16:00:00.000 -0300,Group 3,1,Jarnvallen,Sandviken ,Sweden,Hungary,Mexico,,Hungary,Mexico,false,4,,0,
bd1ab31d-6d55-f071-2c76-4a1154608f5c,2010,"13-Jun-10", 16:00 ,2010-06-13 13:00:00.000 -0300,Group D,1,Loftus Versfeld Stadium,Tshwane/Pretoria ,South Africa,Serbia,Ghana,,Ghana,Serbia,false,0,,1,
bd77817c-ec6a-54cb-5d2c-f8ffa16f1d14,2002,"4-Jun-02", 18:00 ,2002-06-04 15:00:00.000 -0300,Group H,1,Saitama Stadium 2002,Saitama ,Korea/Japan,Japan,Belgium,,,,false,2,,2,
bdb75ac7-7c30-75dc-8ba1-77ef08591d5b,2006,"25-Jun-06", 21:00 ,2006-06-25 18:00:00.000 -0300,Round of 16,2,Franken-Stadion,Nuremberg ,Germany,Portugal,Netherlands,,Portugal,Netherlands,false,1,,0,
bdde0ffe-ef96-622e-d8cb-0224fd2fdd4f,1990,"11-Jun-90", 21:00 ,1990-06-11 18:00:00.000 -0300,Group F,1,Sant Elia,Cagliari ,Italy,England,Republic of Ireland,,,,false,1,,1,
be9880d2-b24c-dfed-a318-2cbefe2f81fc,1986,"11-Jun-86", 12:00 ,1986-06-11 09:00:00.000 -0300,Group B,1,Estadio Azteca,Mexico City ,Mexico,Iraq,Mexico,,Mexico,Iraq,false,0,,1,
bf29dcf9-f200-0bf4-48c6-812b9df7de37,1950,"25-Jun-50", 15:00 ,1950-06-25 12:00:00.000 -0300,Group 1,1,Independencia,Belo Horizonte ,Brazil,Yugoslavia,Switzerland,,Yugoslavia,Switzerland,false,3,,0,
bf573569-81eb-7c80-d171-fd29ca0e1025,1962,"2-Jun-62", 15:00 ,1962-06-02 12:00:00.000 -0300,Group 4,1,Estadio El Teniente-Codelco,Rancagua ,Chile,England,Argentina,,England,Argentina,false,3,,1,
bf63f5b6-74bf-74b2-0d65-62e0239ae46b,1990,"1-Jul-90", 17:00 ,1990-07-01 14:00:00.000 -0300,Quarter-finals,3,Giuseppe Meazza,Milan ,Italy,Germany FR,Czechoslovakia,,Germany FR,Czechoslovakia,false,1,,0,
bfd19362-99ca-0491-8f9a-c1ce49cf5b89,2014,"13-Jun-14", 13:00 ,2014-06-13 10:00:00.000 -0300,Group A,1,Estadio das Dunas,Natal ,Brazil,Mexico,Cameroon,,Mexico,Cameroon,false,1,,0,
bfe2a0e4-69c4-e537-f1a0-38d49c8ae685,2002,"2-Jun-02", 14:30 ,2002-06-02 11:30:00.000 -0300,Group F,1,Kashima Stadium,Ibaraki ,Korea/Japan,Argentina,Nigeria,,Argentina,Nigeria,false,1,,0,
c024ebd2-940e-4d7d-c6b6-1f563c2ed1af,1966,"20-Jul-66", 19:30 ,1966-07-20 15:30:00.000 -0400,Group 2,1,Villa Park,Birmingham ,England,Germany FR,Spain,,Germany FR,Spain,false,2,,1,
c03785d9-a73e-26b3-a9c6-51eda5c95e29,1982,"29-Jun-82", 17:15 ,1982-06-29 14:15:00.000 -0300,Group 3,1,Sarria,Barcelona ,Spain,Italy,Argentina,,Italy,Argentina,false,2,,1,
c0a6ba16-e9e0-3324-884b-4fefcb323c19,1990,"9-Jun-90", 17:00 ,1990-06-09 14:00:00.000 -0300,Group D,1,Renato Dall Ara,Bologna ,Italy,United Arab Emirates,Colombia,,Colombia,United Arab Emirates,false,0,,2,
c0d42da7-2ffd-37c4-2c97-a4f0dc4ffeae,1966,"13-Jul-66", 19:30 ,1966-07-13 15:30:00.000 -0400,Group 4,1,Roker Park Ground,Sunderland ,England,Italy,Chile,,Italy,Chile,false,2,,0,
c15363a6-6f8b-4b2b-5f71-d0af7732bfd6,2010,"27-Jun-10", 20:30 ,2010-06-27 17:30:00.000 -0300,Round of 16,2,Soccer City Stadium,Johannesburg ,South Africa,Argentina,Mexico,,Argentina,Mexico,false,3,,1,
c1ea9075-7729-996b-1416-dbe6055c794b,1970,"17-Jun-70", 16:00 ,1970-06-17 13:00:00.000 -0300,Semi-finals,4,Estadio Azteca,Mexico City ,Mexico,Italy,Germany FR,Italy win after extra time ,Italy,Germany FR,false,4,,3,
c21df30f-3979-7dbc-1f9b-4c5d17710829,1930,"14-Jul-30", 12:45 ,1930-07-14 08:45:00.000 -0400,Group 2,1,Parque Central,Montevideo ,Uruguay,Yugoslavia,Brazil,,Yugoslavia,Brazil,false,2,,1,
c2c86620-ca97-049a-1f09-fc4bcd6791f8,2014,"24-Jun-14", 17:00 ,2014-06-24 14:00:00.000 -0300,Group C,1,Estadio Castelao,Fortaleza ,Brazil,Greece,Cï¿½te d'Ivoire,,Greece,Cï¿½te d'Ivoire,false,2,,1,
c2f426a0-e802-b84b-bfa0-df9f00d575b3,1958,"11-Jun-58", 19:00 ,1958-06-11 16:00:00.000 -0300,Group 1,1,Olympia Stadium,Helsingborg ,Sweden,Germany FR,Czechoslovakia,,,,false,2,,2,
c3ca0e16-9010-be24-22bc-b112f1b08793,1990,"4-Jul-90", 20:00 ,1990-07-04 17:00:00.000 -0300,Semi-finals,4,Stadio delle Alpi,Turin ,Italy,Germany FR,England, win on penalties (4 - 3) ,Germany FR,England,true,1,4,1,3
c40f2bf6-ec0f-4c22-a34b-65f8999dcef7,1998,"14-Jun-98", 14:30 ,1998-06-14 11:30:00.000 -0300,Group H,1,Stade Municipal,Toulouse ,France,Argentina,Japan,,Argentina,Japan,false,1,,0,
c45c0026-f0b0-c4f7-b6db-cd6023c54e04,1930,"16-Jul-30", 14:45 ,1930-07-16 10:45:00.000 -0400,Group 1,1,Parque Central,Montevideo ,Uruguay,Chile,Mexico,,Chile,Mexico,false,3,,0,
c4e41e46-07ad-6a64-a406-19efc5f73b48,2002,"8-Jun-02", 20:30 ,2002-06-08 17:30:00.000 -0300,Group C,1,Jeju World Cup Stadium,Jeju ,Korea/Japan,Brazil,China PR,,Brazil,China PR,false,4,,0,
